Area,Timestamp,Chi2,NDF,Pulse Count,Rem Pulse Area,Par0,Par1,Par2,Par3,EventID,Time to fit,FitResult,RisePoint
61675.93692473269,2257470831.0,133646.84738327208,1836,1,61675.93692473269,1047.7632130636246,154.0,66.76161894256826,7.855840926607093,48977,0.9364593029022217,0,154
44308.88733314384,2257471591.0,55324.612855540785,1840,1,44308.88733314384,731.546044504338,150.0,67.91133016726799,7.299422155438432,48978,0.9351925849914551,0,150
80402.9791098894,2257524923.0,179735.82749804095,1834,1,80402.9791098894,1352.3855242805737,156.0,67.34961850719013,7.855151988815918,48979,0.911736249923706,0,156
44438.02150783842,2257549313.0,62199.81913542157,1838,1,44438.02150783842,761.4025317017694,152.0,66.21225704382947,7.807740879118929,48980,0.9414570331573486,0,152
41000.3035519584,2257710741.0,50893.422254454585,236,2,41000.3035519584,688.0074235722882,143.0,67.16587545702437,7.530992192149287,48981,0.12248945236206055,0,143
36044.30325081417,2257712653.0,33986.38244988388,1608,2,36044.30325081417,603.9091796686232,382.0,68.17648820817787,8.445790548234958,48981,0.8097305297851562,0,382
42699.8408733958,2257839129.0,62606.88449805545,1838,1,42699.8408733958,727.6790125825869,152.0,66.52899568605702,7.80817699390226,48982,0.9426524639129639,0,152
42222.70620772954,2258090055.0,41809.13095174962,1837,1,42222.70620772954,697.4355853573277,153.0,67.07233403987539,6.487867704112359,48983,0.9385676383972168,0,153
49128.08754545824,2258095245.0,86533.94280067025,1835,1,49128.08754545824,823.9352586681895,155.0,67.48344770124412,7.815403804310341,48984,0.942962646484375,0,155
81373.10205754009,2258139985.0,555076.69163883,1819,1,81373.10205754009,1218.1456531466758,171.0,68.87781014700285,2.0000000000006977,48985,0.9419324398040771,0,171
58041.67045763745,2258148503.0,99676.93309858505,1833,1,58041.67045763745,991.5811411377608,157.0,66.71774512327993,8.14238969959486,48986,0.9196527004241943,0,157
46237.984465618654,2258382907.0,62506.4328039842,1838,1,46237.984465618654,718.8826176314765,152.0,71.5287458787194,7.164073903204227,48987,0.9134750366210938,0,152
54494.86073291505,2258563155.0,81328.67280739035,1836,1,54494.86073291505,950.4475617407819,154.0,65.4102202061874,8.033920231158106,48988,0.8577110767364502,0,154
63162.65815018524,2258619541.0,118528.0817299321,1835,1,63162.65815018524,1046.7010448827696,155.0,68.55155234289961,8.165198693955402,48989,0.9228048324584961,0,155
52730.42162272435,2258637141.0,77006.5434136725,1834,1,52730.42162272435,880.1277216039165,156.0,66.50348224681494,6.547129491681533,48990,0.939612627029419,0,156
57051.95581625706,2258727199.0,117610.09766639098,1833,1,57051.95581625706,974.7929901318308,157.0,66.32667691929535,7.758036594241596,48991,0.9211657047271729,0,157
56633.45105814317,2259056893.0,101010.32055942932,1833,1,56633.45105814317,974.3270982594582,157.0,66.38365673880837,8.217381030091763,48992,0.9262926578521729,0,157
54233.3470922957,2259466207.0,65905.65699112022,1836,1,54233.3470922957,965.0997258554308,154.0,64.60630342803476,8.372506890745615,48993,0.9311163425445557,0,154
58492.487825809505,2259501687.0,86626.32907391852,1832,1,58492.487825809505,971.5435571806427,158.0,67.94783193687782,7.6996717181007295,48994,0.9312210083007812,0,158
45005.490893923314,2259730367.0,55613.03546232669,1837,1,45005.490893923314,721.7897836606635,153.0,69.59149259118425,7.194564533684766,48995,0.7666518688201904,0,153
66371.81647172084,2259796153.0,158423.98338021216,1833,1,66371.81647172084,1201.88538095115,157.0,63.56966285208153,8.307758288047287,48996,0.9164385795593262,0,157
57031.351786870626,2259890557.0,103823.46420415191,1834,1,57031.351786870626,972.0262762998409,156.0,66.72712457245937,8.013365976418825,48997,0.93813157081604,0,156
65098.65269970344,2260169087.0,160488.04490513742,1834,1,65098.65269970344,1071.958635227501,156.0,68.812165703718,8.041231099458631,48998,0.9265491962432861,0,156
48999.3960988546,2260335253.0,66933.3216744716,1839,1,48999.3960988546,861.832591464343,151.0,65.53986656153909,8.64572107830255,48999,0.950859785079956,0,151
41205.425048446275,2260369601.0,40338.264901035465,1842,1,41205.425048446275,742.9153261549405,148.0,63.30151856799039,7.797565095825388,49000,0.7823798656463623,0,148
40674.22348287525,2260843389.0,31485.52528682031,1842,1,40674.22348287525,736.1018988837709,148.0,62.85096653545871,7.555049142734052,49001,0.8485300540924072,0,148
41902.103610602375,2260882847.0,39872.91623610263,1840,1,41902.103610602375,738.4241753241458,150.0,64.35383474315209,7.568001639404916,49002,0.7750973701477051,0,150
53607.111958905145,2260896243.0,85473.08352492824,1835,1,53607.111958905145,907.8148646139744,155.0,66.82505330534106,7.73266136298114,49003,0.9114704132080078,0,155
54029.96226736913,2261154585.0,70836.28263096108,1836,1,54029.96226736913,878.6673893175039,154.0,68.14981889296661,6.6141778535716895,49004,0.9331669807434082,0,154
55970.69401540693,2261286037.0,89199.25970034633,1833,1,55970.69401540693,992.7903521593134,157.0,64.14812437061575,7.730759986428804,49005,0.7714946269989014,0,157
43123.992076383045,2262225621.0,52798.593770551925,1838,1,43123.992076383045,755.1746929058187,152.0,64.47657237426284,7.330797350057248,49006,0.7768793106079102,0,152
84143.03730911131,2262515893.0,146258.21109513636,1834,1,84143.03730911131,1469.5543620796147,156.0,65.65813217941624,8.360721683086282,49007,0.9343199729919434,0,156
61057.713438746534,2262924559.0,408605.19344288955,1817,1,61057.713438746534,958.2468717454558,173.0,65.7934461006626,2.0,49008,1.0536060333251953,0,173
57508.431618070346,2262960997.0,440058.51419922314,1733,1,57508.431618070346,898.4407743670076,257.0,66.08632366218659,2.0000000000000018,49009,0.9811444282531738,0,257
48074.317543564764,2263361595.0,69887.1001898235,1833,1,48074.317543564764,792.8844035829982,157.0,67.60565883532179,6.929626489012312,49010,0.9321267604827881,0,157
62900.68817204306,2263364333.0,88812.06502133058,1835,1,62900.68817204306,1056.8514216850112,155.0,66.97105571625244,7.411591089588125,49011,0.9081907272338867,0,155
49548.49633929306,2263404497.0,75996.54749413708,1837,1,49548.49633929306,869.927988494172,153.0,65.16144994271785,8.164534101616834,49012,0.9449572563171387,0,153
56191.402453826624,2263562711.0,102739.69234920944,1837,1,56191.402453826624,1038.662840754642,153.0,63.59653047217974,9.459854769882172,49013,0.9332582950592041,0,153
63144.20288910624,2263803499.0,162895.16637680453,1834,1,63144.20288910624,1082.8626632776259,156.0,66.76689612641682,8.414181584805407,49014,0.8923423290252686,0,156
67447.83948054539,2263991189.0,135673.21683713637,1834,1,67447.83948054539,1124.7321475412352,156.0,67.63585679411129,7.625578136574455,49015,0.942864179611206,0,156
39744.3253074246,2264003183.0,49511.84713493036,1844,1,39744.3253074246,683.5611638600084,146.0,65.88589192818765,7.701790883063927,49016,0.9451673030853271,0,146
56462.023577653716,2264037969.0,91089.95736671958,1833,1,56462.023577653716,974.8728079116685,157.0,65.7954747243747,7.837215061652636,49017,0.7787151336669922,0,157
62435.81803258584,2264102849.0,123988.12400736951,1833,1,62435.81803258584,1118.3584290479848,157.0,64.10267942950135,8.23533658877861,49018,0.8542163372039795,0,157
55265.54437816288,2264502777.0,96742.7154992219,1835,1,55265.54437816288,902.4720500033692,155.0,67.78359539670709,6.500705502301186,49019,0.9776408672332764,0,155
62200.14881677105,2264877027.0,114221.71937216732,1833,1,62200.14881677105,1116.5386447157452,157.0,64.42957996465064,8.68289789743685,49020,0.8882572650909424,0,157
47640.90881585359,2264960381.0,69767.97400617201,1837,1,47640.90881585359,763.8993224498657,153.0,69.49714696680101,7.087238750665283,49021,0.9305551052093506,0,153
62715.87341438228,2265155133.0,111183.61002038947,1836,1,62715.87341438228,1055.2133317946773,154.0,66.66401407466412,7.187017938563133,49022,0.8024826049804688,0,154
47448.56067129082,2265411957.0,55779.996722921576,1836,1,47448.56067129082,793.7137604782857,154.0,67.60969765723377,7.787253311841139,49023,0.9523565769195557,0,154
50030.33413595224,2265468213.0,88236.14436613765,1835,1,50030.33413595224,884.4977170675946,155.0,65.14964102501871,8.546817925993432,49024,0.9745526313781738,0,155
49732.12205855434,2265624197.0,72256.0011531898,1837,1,49732.12205855434,783.1401166746735,153.0,71.01352056705521,7.465513425394437,49025,0.9480597972869873,0,153
48691.70589977336,2265697209.0,78316.05344505096,1836,1,48691.70589977336,822.1737894740551,154.0,66.92397119257764,7.658976173482681,49026,0.9393894672393799,0,154
43478.967655860426,2265738297.0,61007.26213337161,1835,1,43478.967655860426,716.6428248616797,155.0,68.40440124886867,7.691405288136565,49027,0.935236930847168,0,155
62162.868512749825,2266084395.0,118924.16588582372,1834,1,62162.868512749825,1063.4764971134064,156.0,66.45681126162313,7.963248249743031,49028,0.9436016082763672,0,156
47841.31683313117,2266117509.0,80728.63888043226,1835,1,47841.31683313117,847.4280800004692,155.0,64.78816979236186,8.29394722845538,49029,0.925687313079834,0,155
55880.784824027716,2266397621.0,94492.08696230665,1836,1,55880.784824027716,942.3300356923529,154.0,67.07115329513665,7.728691097785097,49030,0.9354629516601562,0,154
55655.10284972346,2266476555.0,87606.58883457008,1835,1,55655.10284972346,967.6047538955027,155.0,65.73762228677693,8.17895653215852,49031,0.9256570339202881,0,155
51329.717081873394,2266490183.0,291161.1329294269,1815,1,51329.717081873394,816.0714354558388,175.0,64.97343099920361,2.000000000000001,49032,0.9788737297058105,0,175
53973.15998111374,2266596213.0,57381.90014609436,1834,1,53973.15998111374,953.0202360453794,156.0,64.11966466405906,7.445114921906053,49033,0.776747465133667,0,156
48441.226158221005,2266721713.0,200727.6067827648,1820,1,48441.226158221005,742.3264212993614,170.0,67.33207993133182,2.0000000000000004,49034,0.9526839256286621,0,170
56549.0592804432,2266763365.0,110459.32230248161,1832,1,56549.0592804432,959.142713962044,158.0,65.93264689300565,6.931814329077296,49035,0.7906801700592041,0,158
46944.91889129362,2267198397.0,74496.9167946037,1837,1,46944.91889129362,773.5834274398707,153.0,68.58516682318819,7.857759245323499,49036,0.9511291980743408,0,153
61350.99386784708,2267250117.0,85045.54503346742,1833,1,61350.99386784708,1026.3745244120978,157.0,68.02205798653348,8.206075503271752,49037,0.9383687973022461,0,157
62577.77585009683,2267271243.0,86671.88795436957,1834,1,62577.77585009683,1108.7220804124295,156.0,64.60118461198722,8.120108947795382,49038,0.920283317565918,0,156
43803.88649803584,2267830759.0,52370.86667402377,1842,1,43803.88649803584,729.1410082154905,148.0,67.60996701357509,7.491473724177232,49039,0.9233930110931396,0,148
54612.00855046861,2267966463.0,97509.04907918161,1833,1,54612.00855046861,934.315696362948,157.0,66.24886520709751,7.756173597856855,49040,0.938215970993042,0,157
53668.501919439484,2268016191.0,99183.53472585518,1835,1,53668.501919439484,909.3040626871878,155.0,66.55329865378202,7.489774362696212,49041,0.9315383434295654,0,155
64886.34301991954,2268034335.0,115564.95041751466,1834,1,64886.34301991954,1108.04531656779,156.0,67.06209419084647,8.46230071720205,49042,0.9417870044708252,0,156
43453.07110886421,2268141271.0,56150.54965369938,1836,1,43453.07110886421,760.7009128808324,154.0,64.79701174287825,7.633883433659646,49043,0.7728676795959473,0,154
57679.05901557149,2268201083.0,289756.7311106836,1821,1,57679.05901557149,873.0354628789644,169.0,68.14381396543051,2.000000000005111,49044,0.9309093952178955,0,169
55625.38049126916,2268233691.0,109327.45698629468,1833,1,55625.38049126916,928.9768404636944,157.0,67.52711355512298,7.606640437350354,49045,0.9385416507720947,0,157
54859.101964357964,2268279837.0,72878.64808193914,1835,1,54859.101964357964,916.0840276678169,155.0,67.30169847520838,7.374674338548744,49046,0.7808341979980469,0,155
54024.01791343386,2268350315.0,64556.25795529309,1835,1,54024.01791343386,981.7510081446646,155.0,63.94176115746193,8.875485371567843,49047,0.8672611713409424,0,155
53007.825381154515,2268495389.0,84884.51383781999,1838,1,53007.825381154515,897.073963232392,152.0,67.20367221862521,8.072774940072597,49048,0.8606982231140137,0,152
61508.57366669359,2268534283.0,98097.00864200009,1833,1,61508.57366669359,1050.0388956179231,157.0,66.46374801348482,7.845025690020371,49049,0.9447915554046631,0,157
46965.45177376387,2268566317.0,81331.00482055434,1839,1,46965.45177376387,776.9963647386611,151.0,68.63292642221901,8.146191345973815,49050,0.8868765830993652,0,151
46521.98284803936,2268593393.0,46857.46805736323,1836,1,46521.98284803936,788.1106990682367,154.0,66.36323363163507,7.291179487406936,49051,0.7846741676330566,0,154
55133.40350203052,2268637813.0,60290.385057774605,1833,1,55133.40350203052,937.5692046011274,157.0,66.87576938789228,8.02996140884188,49052,0.9778470993041992,0,157
64067.85741542438,2268659681.0,121561.32354682301,1834,1,64067.85741542438,1072.4525849604138,156.0,67.89673028109382,8.115573098752103,49053,0.9753868579864502,0,156
50682.37001463851,2269015389.0,55006.65289287016,1837,1,50682.37001463851,900.8163984166817,153.0,64.5471764024136,8.245051043424148,49054,0.8431925773620605,0,153
45453.2623000736,2269023727.0,53631.81122067203,1835,1,45453.2623000736,745.1639954983705,155.0,68.47697229799981,7.436107098505207,49055,0.9429924488067627,0,155
41349.882295580945,2269079245.0,61692.410463521315,1841,1,41349.882295580945,677.3268041723287,149.0,68.1862465765766,7.093946430319539,49056,0.9397833347320557,0,149
57432.546427960304,2269324061.0,129140.98686200996,1836,1,57432.546427960304,941.4514760263179,154.0,68.66696764650226,7.619791248847077,49057,0.9487278461456299,0,154
59009.20332640401,2269458691.0,112107.54250401065,1835,1,59009.20332640401,1023.8181022684765,155.0,66.4373821992006,8.761329458802265,49058,0.9553606510162354,0,155
44315.64219140984,2269552321.0,52932.08300499766,1837,1,44315.64219140984,767.1847739437359,153.0,64.71018694568825,6.904011302284053,49059,0.9586210250854492,0,153
55984.14430200837,2269617053.0,132965.9619082119,1834,1,55984.14430200837,969.2843411996697,156.0,65.8795218697484,8.080782043328345,49060,0.9400889873504639,0,156
49450.775827992584,2269775609.0,83392.49070404883,1834,1,49450.775827992584,793.2558781954493,156.0,68.6031896358554,6.218044273910763,49061,0.9475998878479004,0,156
52018.941739407644,2269922347.0,70388.33286676738,1835,1,52018.941739407644,841.4319099696465,155.0,69.04573983175472,7.179752177095182,49062,0.7792260646820068,0,155
45828.16931695517,2269956195.0,55971.65207059367,1835,1,45828.16931695517,770.0061960108249,155.0,66.69629381224165,7.136836307039333,49063,0.7910840511322021,0,155
57331.26705020843,2270106927.0,121448.89044360581,1837,1,57331.26705020843,996.9734827685469,153.0,66.32241785862522,8.777595836331122,49064,0.9401147365570068,0,153
47759.78674712486,2270393855.0,89608.38314453041,1836,1,47759.78674712486,799.5034565195066,154.0,67.95169219092166,8.173403838854949,49065,0.8796782493591309,0,154
62702.74416007944,2270735321.0,130942.24064582179,1834,1,62702.74416007944,1086.0812373545725,156.0,66.05178110399815,8.2785095638828,49066,0.9208660125732422,0,156
60093.22019955473,2270911751.0,76611.90037929757,1832,1,60093.22019955473,1055.3619073797145,158.0,64.75799683892554,7.776647853741621,49067,0.8877499103546143,0,158
53811.6721151304,2270971993.0,86828.48454111062,1836,1,53811.6721151304,868.7110265034147,154.0,69.4061546552504,7.418140079693288,49068,0.9109268188476562,0,154
45876.70945151916,2271153783.0,77390.40427265016,1837,1,45876.70945151916,719.5375189668803,153.0,70.76925595208073,6.965184954702429,49069,0.9231784343719482,0,153
40873.92565163506,2271348041.0,40287.05262500778,1835,1,40873.92565163506,676.3001823073013,155.0,66.71765859591403,6.235085454958253,49070,0.9837973117828369,0,155
63302.11954453788,2271369193.0,83693.4766214148,1833,1,63302.11954453788,1107.208922557815,157.0,65.77907285152075,8.566752023230983,49071,0.9939382076263428,0,157
55457.103513039234,2271437453.0,84922.43229020812,1836,1,55457.103513039234,1009.769994816116,154.0,64.15572108472115,9.197542140635509,49072,0.9689040184020996,0,154
58021.382570206806,2271595387.0,74482.42095070348,1834,1,58021.382570206806,978.7635642458166,156.0,67.01909926738685,7.696936218947879,49073,0.9367122650146484,0,156
55757.36303115172,2271612799.0,89982.06129572644,1834,1,55757.36303115172,956.7743797254428,156.0,65.9409667779063,7.6231541578683615,49074,0.7730917930603027,0,156
49968.76490269099,2271623975.0,93917.45320463105,1836,1,49968.76490269099,799.2502778798432,154.0,69.71528027647773,7.15125358918958,49075,0.9214317798614502,0,154
74661.60337408504,2271902569.0,436060.9315828479,1822,1,74661.60337408504,1121.0562902241436,168.0,68.67617240043175,2.000000000000049,49076,0.9564170837402344,0,168
46188.92065057529,2271918579.0,61052.57509705122,1837,1,46188.92065057529,800.2699515537272,153.0,66.02309406212147,8.266208161555499,49077,0.9380688667297363,0,153
46588.578744472514,2272054027.0,86010.35402250597,1839,1,46588.578744472514,786.9556616061651,151.0,67.2430322349493,8.000670354373577,49078,0.9498586654663086,0,151
54594.849502368146,2272129637.0,106631.7007187715,1835,1,54594.849502368146,986.0262091963692,155.0,64.00307654039578,8.595978249596323,49079,0.934004545211792,0,155
104038.72190959705,2272134849.0,1060532.7339230715,1817,1,104038.72190959705,1587.8971498289197,173.0,67.59613653531314,2.0000000000000013,49080,1.0406365394592285,0,173
100244.14026387187,2272170985.0,805575.3843588122,1822,1,100244.14026387187,1521.6163685556708,168.0,67.95646565445662,2.000000000000364,49081,0.9762120246887207,0,168
56443.22930410456,2272187899.0,115842.66298859431,1837,1,56443.22930410456,1017.2853198224407,153.0,64.05614867361481,8.533338466064935,49082,0.9290540218353271,0,153
55518.7373702865,2272226567.0,102326.39514633662,1834,1,55518.7373702865,966.6464338118249,156.0,66.32708671830807,8.853262441345578,49083,0.8617794513702393,0,156
47687.456014472125,2272274793.0,97294.97770741655,1835,1,47687.456014472125,806.8910205951161,155.0,67.10060904476389,7.958957358716354,49084,0.8614833354949951,0,155
77271.55799810949,2272714631.0,547249.7833752395,1819,1,77271.55799810949,1201.6286503425258,171.0,66.38128488745168,2.0000000000024376,49085,0.943610429763794,0,171
63141.80067415675,2272773899.0,115681.12804863535,1832,1,63141.80067415675,1071.0771948190663,158.0,66.58122562997235,7.587662696983573,49086,0.9439418315887451,0,158
50384.86678125609,2272914341.0,69950.87161483298,1836,1,50384.86678125609,896.1149658172852,154.0,64.8629640110462,8.598062996965908,49087,0.9355080127716064,0,154
55801.59009737,2273183893.0,78608.62241936824,1836,1,55801.59009737,929.3423683988154,154.0,67.69973227925749,7.613172769152172,49088,0.9544739723205566,0,154
61775.84210698644,2273257623.0,105124.18630443107,1833,1,61775.84210698644,1024.005992016579,157.0,68.17077863192503,7.800817141573498,49089,0.9556732177734375,0,157
56927.19460535392,2273652983.0,84011.86492922332,1834,1,56927.19460535392,994.3135298930055,156.0,65.76577410933258,8.473255174123866,49090,0.9328022003173828,0,156
63984.30920267037,2273778537.0,97073.98228978565,1836,1,63984.30920267037,1110.1749055775729,154.0,65.75446363555825,8.079612391649269,49091,0.8601758480072021,0,154
54800.35299485513,2274133571.0,67856.61771325691,209,2,54800.35299485513,937.9905963574759,155.0,65.35002532565751,6.884247615923509,49092,0.09233498573303223,0,155
33888.03128487035,2274135267.0,41048.34084612619,1623,2,33888.03128487035,552.7416696640747,367.0,68.81694586243361,7.460262989761091,49092,0.8329219818115234,0,367
56097.8289126314,2274215443.0,125344.48713541326,1836,1,56097.8289126314,965.344758363129,154.0,65.73640507858119,7.58335552078777,49093,0.7848658561706543,0,154
44937.38526056701,2274217959.0,85894.78067435938,1835,1,44937.38526056701,772.1165090736398,155.0,65.72407747576953,7.482253503079717,49094,0.7809524536132812,0,155
62085.377886126225,2274461445.0,111979.79260791105,1833,1,62085.377886126225,1031.6158941859962,157.0,67.44658692484143,7.220827547512874,49095,0.7808442115783691,0,157
47178.317862979566,2274718491.0,51922.81685377848,1838,1,47178.317862979566,824.0930094855984,152.0,64.31915264605085,7.028693022587442,49096,0.8055860996246338,0,152
56245.74070922831,2274785993.0,106481.29205116897,1836,1,56245.74070922831,984.9479083610763,154.0,65.2946039776094,8.149283123445612,49097,0.9298872947692871,0,154
51970.53618418551,2275377873.0,95898.67323915572,1837,1,51970.53618418551,902.6966500795211,153.0,65.40756200071334,7.794293846524039,49098,0.9415464401245117,0,153
56513.03092192304,2275397705.0,109173.78948418598,1835,1,56513.03092192304,994.3982904951068,155.0,65.86264019131092,8.992310580970857,49099,0.8658938407897949,0,155
55641.73149977602,2275499091.0,102009.94870740507,1836,1,55641.73149977602,986.6837641931912,154.0,64.83490438296158,8.402914324196217,49100,0.9429841041564941,0,154
44340.30601127324,2275536821.0,52721.21094647285,1841,1,44340.30601127324,735.6607095665644,149.0,67.22161417099855,6.905308407773472,49101,0.7983245849609375,0,149
44071.89902101407,2275548515.0,79903.36717325581,1839,1,44071.89902101407,697.4083321125307,151.0,70.45934908778267,7.220834282125089,49102,0.9231834411621094,0,151
52947.71663854438,2276098443.0,127460.2549593174,1834,1,52947.71663854438,931.0388101997991,156.0,65.33339101857736,8.424287357697466,49103,0.9535079002380371,0,156
44888.866207143095,2276265067.0,79870.06405859899,1838,1,44888.866207143095,746.8547805202339,152.0,68.05910110952526,7.913247427125765,49104,0.9516353607177734,0,152
62397.04305662683,2276304421.0,120106.45348975305,1835,1,62397.04305662683,1082.2626676571042,155.0,66.50682029811489,8.812975038924774,49105,0.8700897693634033,0,155
53980.15102268229,2276522195.0,89253.4823716486,1834,1,53980.15102268229,978.6713361819344,156.0,63.73271106219411,8.537642331451886,49106,0.8736476898193359,0,156
55911.48601565451,2276542571.0,87470.15331753071,1835,1,55911.48601565451,1008.5984270161982,155.0,63.54978697170976,8.07576168952963,49107,0.8617205619812012,0,155
56685.575329031984,2276675963.0,89766.42951788429,1836,1,56685.575329031984,956.5295618553678,154.0,66.97071870342467,7.667136510501022,49108,0.9353210926055908,0,154
56001.246856273225,2276708727.0,94228.40823700419,1835,1,56001.246856273225,936.47090971411,155.0,67.76662594963238,7.924473262200783,49109,0.8726375102996826,0,155
56285.7123326708,2276774013.0,93929.11454152256,1833,1,56285.7123326708,898.9063618693925,157.0,69.9840284743664,7.323942273083532,49110,0.9273440837860107,0,157
55073.385429617396,2276800363.0,125259.14657389367,1836,1,55073.385429617396,947.0785400229724,154.0,65.94415593764421,7.7522133203763905,49111,0.9436318874359131,0,154
44972.071184682056,2277012355.0,60448.50698040856,1837,1,44972.071184682056,767.6453086505735,153.0,66.15044035190509,7.52431995062712,49112,0.9353556632995605,0,153
52266.6873202418,2277344913.0,274986.4565363142,1816,1,52266.6873202418,830.3153572569089,174.0,65.02287684616255,2.0000000000002696,49113,0.93562912940979,0,174
